"",".","n"
"14873","potentiatestumor",1
"14874","poverty",1
"14875","power/sample)",1
"14876","(pp4)",1
"14877","ppl",1
"14878","pqdea",1
"14879","(pr",1
"14880","(pr)",1
"14881","pr)",1
"14882","pract",1
"14883","practicaland",1
"14884","practicalterms",1
"14885","practiced",1
"14886","practicesacross",1
"14887","practitioners",1
"14888","practitioners'",1
"14889","preadoption",1
"14890","precancer",1
"14891","pre-cancerdiagnosis",1
"14892","precancerous",1
"14893","precede",1
"14894","preceded",1
"14895","precede-proceedmodel",1
"14896","pre-ceim",1
"14897","precipitate",1
"14898","precision-based",1
"14899","preclinicalmodel",1
"14900","preclinicalmodels",1
"14901","preclinicalstudies",1
"14902","precursorclonal",1
"14903","precursors",1
"14904","predating",1
"14905","predetermined",1
"14906","pre-diagnostic",1
"14907","predictclinical",1
"14908","predictdrug",1
"14909","predicteda",1
"14910","predictedcervical",1
"14911","predictedhepatitis",1
"14912","predictingprolonged",1
"14913","predictionstudies",1
"14914","predictthe",1
"14915","prednisone",1
"14916","predominant",1
"14917","pre-dose",1
"14918","preemptive",1
"14919","preferableto",1
"14920","preferably",1
"14921","preference-sensitive",1
"14922","preferencesfor",1
"14923","preferential",1
"14924","prefrail",1
"14925","prefrailty",1
"14926","pregnancies",1
"14927","pregnant",1
"14928","preimplementation",1
"14929","premenopausalwomen",1
"14930","pre-metastaticniche",1
"14931","premiums",1
"14932","preneoplastic",1
"14933","pre-operative",1
"14934","preoperativemri",1
"14935","preparing",1
"14936","prerequisite",1
"14937","pre-rt",1
"14938","prescribe",1
"14939","prescribedmedication",1
"14940","prescribefrom",1
"14941","presentationat",1
"14942","presenteda",1
"14943","presentsseveral",1
"14944","presenttechnologies",1
"14945","preserve",1
"14946","preservinghrqol",1
"14947","president's",1
"14948","prespecified",1
"14949","pressures",1
"14950","presumeddeleterious",1
"14951","presumptive",1
"14952","presurgical",1
"14953","(pre-treatment)",1
"14954","prevailing",1
"14955","preventable",1
"14956","preventative",1
"14957","prevented",1
"14958","preventingaccumulation",1
"14959","preventionand",1
"14960","preventionintervention",1
"14961","preventiveservices",1
"14962","prevents",1
"14963","preventspulmonary",1
"14964","prevertebral",1
"14965","(previous",1
"14966","previouslyidentified",1
"14967","previouslyshowed",1
"14968","previousresearch",1
"14969","primarilydue",1
"14970","primarycare–based",1
"14971","primaryclinical",1
"14972","primarycortical",1
"14973","(primaryendpoint)",1
"14974","primarymirna",1
"14975","primarysite",1
"14976","primarysurgery",1
"14977","primarytreatment",1
"14978","(pri-mirnas)",1
"14979","principal",1
"14980","principalcomponent",1
"14981","principle",1
"14982","principles",1
"14983","printadvertisements",1
"14984","prioritiesamong",1
"14985","prioritize",1
"14986","prioritizepotential",1
"14987","prioritizing",1
"14988","priorityarea",1
"14989","pro-angiogenicbiomarker",1
"14990","pro-apoptotic",1
"14991","probabilityin",1
"14992","probable",1
"14993","probemethod",1
"14994","probe-positive",1
"14995","probes",1
"14996","probing",1
"14997","(probit)",1
"14998","[probit]",1
"14999","proc",1
"15000","(proc)are",1
"15001","procedural",1
"15002","procedure)",1
"15003","procedurealone",1
"15004","procedure-relatedcomplications",1
"15005","procedures)",1
"15006","proceduresare",1
"15007","proceduresfor",1
"15008","procedure-specific",1
"15009","procedureto",1
"15010","proceeded",1
"15011","proceedings",1
"15012","processfor",1
"15013","procoagulant",1
"15014","(pro-ctcae",1
"15015","[pro-ctcae])",1
"15016","pro-ctcaedata",1
"15017","prodrug",1
"15018","prodrugs",1
"15019","produces",1
"15020","producesignificantly",1
"15021","producesmolecularly",1
"15022","producing",1
"15023","producingan",1
"15024","productivity",1
"15025","productivitymodel",1
"15026","productsamples",1
"15027","products(e",1
"15028","profession",1
"15029","professionalorganizations",1
"15030","proficient",1
"15031","profile)",1
"15032","profound",1
"15033","prognoses",1
"15034","prognosticatorwith",1
"15035","prognosticscale",1
"15036","program)",1
"15037","program-approved",1
"15038","programassociated",1
"15039","programemployees",1
"15040","programmes",1
"15041","programs)",1
"15042","programto",1
"15043","programwas",1
"15044","progressed",1
"15045","progressing",1
"15046","pro-inflammatoryphenotype",1
"15047","projecting",1
"15048","projection",1
"15049","project(mesenchymal",1
"15050","pro-kiids",1
"15051","proliferate",1
"15052","proliferationand",1
"15053","proliferationor",1
"15054","prolongs",1
"15055","prominent",1
"15056","promis",1
"15057","(promis)",1
"15058","(promis-25)",1
"15059","promis-25",1
"15060","promis-25was",1
"15061","promisein",1
"15062","promisingoption",1
"15063","promoterregions",1
"15064","promoters",1
"15065","promotesself-renewal",1
"15066","promotingbreastfeeding",1
"15067","promotingcancer",1
"15068","promotingrad51",1
"15069","(promotion",1
"15070","prompted",1
"15071","prone",1
"15072","proneural",1
"15073","proneural)",1
"15074","propel",1
"15075","prophylactic",1
"15076","prophylaxis",1
"15077","proportionalhazard",1
"15078","proposal",1
"15079","proposedalternatives",1
"15080","proposedinclude",1
"15081","proposedsampling",1
"15082","proposesurveillance",1
"15083","proptosis",1
"15084","pros1",1
"15085","(pros1)",1
"15086","pros1-deleted",1
"15087","pros1-secreting",1
"15088","pros1/tam",1
"15089","prospectiveanalyses",1
"15090","prospectivestudy",1
"15091","prostatebiopsy",1
"15092","prostatehistology",1
"15093","prostateinflammation",1
"15094","prostate-specificmembrane",1
"15095","prostatic",1
"15096","prosthesis",1
"15097","pro-survival",1
"15098","protease",1
"15099","protease-activated",1
"15100","proteasomal",1
"15101","proteasomaldegradation",1
"15102","proteasomes",1
"15103","protects",1
"15104","protein2",1
"15105","protein-coupled",1
"15106","proteinkinase",1
"15107","proteinligase",1
"15108","proteinmicroarray",1
"15109","protein-protein",1
"15110","protein(s)",1
"15111","proteinsoften",1
"15112","protein-specificantibody",1
"15113","proteolysis",1
"15114","proteomic",1
"15115","proteomics",1
"15116","protocol-specific",1
"15117","proto-oncogene",1
"15118","prototypes",1
"15119","prototyping",1
"15120","protumorigenic",1
"15121","pro-vaccine",1
"15122","proverbial",1
"15123","proversion",1
"15124","providedaccess",1
"15125","providedcounselling",1
"15126","providedmechanistic",1
"15127","providedmedical",1
"15128","providedsimilar",1
"15129","provideempirical",1
"15130","provideimportant",1
"15131","providemeaningful",1
"15132","providequality",1
"15133","provider-",1
"15134","providerassessment",1
"15135","providercommunication",1
"15136","providerecent",1
"15137","providerperspective",1
"15138","providers112/151",1
"15139","providersaddress",1
"15140","providers(hcps)",1
"15141","providersidentify",1
"15142","providersmentioned",1
"15143","providers'perceptions",1
"15144","providesproof",1
"15145","ps",1
"15146","ps)",1
"15147","psa-driven",1
"15148","(psd)",1
"15149","psdor",1
"15150","pseudokinase",1
"15151","pseudokinases",1
"15152","pseudoprogression",1
"15153","psma",1
"15154","psma-directeddocetaxel-containing",1
"15155","(psmapositive)",1
"15156","psma-positive",1
"15157","psma-positivectcs",1
"15158","(psma)-targeted",1
"15159","psn",1
"15160","(psn)",1
"15161","(psoc)",1
"15162","psp",1
"15163","(psp)is",1
"15164","pspon",1
"15165","psychiatrists",1
"15166","psychologicaldistress",1
"15167","psychometric",1
"15168","psychosocialcosts",1
"15169","psychotropic",1
"15170","pt1b",1
"15171","pt1b1",1
"15172","(pt1b1)",1
"15173","pt2n0",1
"15174","pt2n0)",1
"15175","ptc-209",1
"15176","ptda",1
"15177","(ptda)",1
"15178","ptdatargeted",1
"15179","pten",1
"15180","pten-/-",1
"15181","ptenl/l",1
"15182","ptenloxp/loxp-cre+",1
"15183","pten-null",1
"15184","pten-specific",1
"15185","pterostilbene",1
"15186","pterygoid",1
"15187","ptgs2",1
"15188","ptp1b",1
"15189","ptp1b-ko",1
"15190","(ptrend",1
"15191","p-trend",1
"15192","p-trend=",1
"15193","publications",1
"15194","publications)",1
"15195","public's",1
"15196","publishedbetween",1
"15197","publishedin",1
"15198","publishedkinase",1
"15199","pubmed®)",1
"15200","pubmed®/medline®",1
"15201","pull-down",1
"15202","pulmonaryadenocarcinoma",1
"15203","pumps",1
"15204","purees",1
"15205","pureseminomas",1
"15206","purinebiosynthesis",1
"15207","purity",1
"15208","purposeis",1
"15209","purposive",1
"15210","putatively",1
"15211","putativerole",1
"15212","puts",1
"15213","putting",1
"15214","(p-value",1
"15215","(p-values",1
"15216","(pvs1)",1
"15217","pylori",1
"15218","pyloristatus",1
"15219","pyloristrains",1
"15220","pyrenocine",1
"15221","pza",1
"15222","(pza)",1
"15223","qalysgained",1
"15224","(qalys)gained",1
"15225","qihc",1
"15226","(qihc)",1
"15227","qlq-c30",1
"15228","qlq-c30)",1
"15229","qlq-c30]",1
"15230","(qol",1
"15231","qoleffects",1
"15232","qolwas",1
"15233","q-pcr",1
"15234","quadrivalent",1
"15235","quadrivalentvaccine",1
"15236","qualified",1
"15237","qualitativeanalysis",1
"15238","qualitatively",1
"15239","qualitativesynthesis",1
"15240","qualityoncology",1
"15241","quantifytumor-promoting",1
"15242","quantile",1
"15243","quantilesum",1
"15244","quantitation",1
"15245","quantitatively",1
"15246","quantity",1
"15247","quantum",1
"15248","quarter",1
"15249","quarterly",1
"15250","(quartile",1
"15251","quartiles",1
"15252","quartiles<0",1
"15253","queries",1
"15254","quest",1
"15255","questionable",1
"15256","questionableif",1
"15257","questionconcerning",1
"15258","questionnairesabout",1
"15259","questionnairethat",1
"15260","questionsfor",1
"15261","questionssubmitted",1
"15262","questionthe",1
"15263","quicker",1
"15264","quickly",1
"15265","quinoline-5",1
"15266","quintile)",1
"15267","quitsmoking",1
"15268","quittingsmoking",1
"15269","(r≤0",1
"15270","(r=0",1
"15271","r=0",1
"15272","r01-es024983",1
"15273","r1value",1
"15274","r320q",1
"15275","r470c",1
"15276","rab5-positive",1
"15277","rac1",1
"15278","rac1-",1
"15279","race-adjusted",1
"15280","race/ethnicity",1
"15281","racgap1",1
"15282","racialdifferences",1
"15283","racialdisparities",1
"15284","racially/ethnically",1
"15285","rad18",1
"15286","rad18-/-",1
"15287","rad50",1
"15288","radiation-based",1
"15289","radiation-induced",1
"15290","radiation-inducedfibrosis",1
"15291","radiation-relatedmortality",1
"15292","radiation's",1
"15293","radicaltreatment",1
"15294","radio",1
"15295","radiobiological",1
"15296","radioembolization",1
"15297","radiofrequency",1
"15298","radiographicprogression-free",1
"15299","radiological",1
"15300","radiomics",1
"15301","(radiother",1
"15302","radiotherapywith",1
"15303","radon",1
"15304","rai",1
"15305","(rai)",1
"15306","raiexposure",1
"15307","raises",1
"15308","raisesquestions",1
"15309","raising",1
"15310","random-effects",1
"15311","randomisation",1
"15312","randomisedtrials",1
"15313","(rangealpha",1
"15314","ranged",1
"15315","rank",1
"15316","rank-sum",1
"15317","rao'squadratic",1
"15318","rapamycin",1
"15319","rapidly-evolving",1
"15320","rarity",1
"15321","rasal1",1
"15322","rasfamily",1
"15323","ras-mutant",1
"15324","rat",1
"15325","rate)",1
"15326","rate(fdr)",1
"15327","rateof",1
"15328","ratesamong",1
"15329","ratesare",1
"15330","ratesfor",1
"15331","rate(spdr)",1
"15332","rateswere",1
"15333","ratewas",1
"15334","ratherthan",1
"15335","rating",1
"15336","ratings",1
"15337","ratio]",1
"15338","ratio=1",1
"15339","ratio=11",1
"15340","ratio=2",1
"15341","ratio[hr]",1
"15342","ratiomethods",1
"15343","ratio(nlr",1
"15344","ratios(hrs)",1
"15345","ratios(icers)",1
"15346","ratios(ors)",1
"15347","razor",1
"15348","rb",1
"15349","(rb)",1
"15350","(rb1)",1
"15351","(rbc)",1
"15352","rbc-",1
"15353","rbcfunctional",1
"15354","(rbcs)",1
"15355","rbctransfer",1
"15356","rbfunction",1
"15357","(rc)",1
"15358","rcb",1
"15359","(rcb)",1
"15360","rcbii/iii",1
"15361","rcc",1
"15362","(rcc)",1
"15363","(rc)in",1
"15364","rcts'",1
"15365","rcwmch",1
"15366","rcwmchoncology",1
"15367","rd",1
"15368","(rd",1
"15369","rd=",1
"15370","re",1
"15371","(re)",1
"15372","reactionswith",1
"15373","reactivate",1
"15374","reactivated",1
"15375","read",1
"15376","readability",1
"15377","readily",1
"15378","readilymeasured",1
"15379","reading",1
"15380","readings",1
"15381","readmission",1
"15382","readmissionafter",1
"15383","readmissions",1
"15384","readmitted",1
"15385","(re-aim)",1
"15386","reap",1
"15387","rearranging",1
"15388","reasonable",1
"15389","reasonsproviders",1
"15390","reasonssimilarly",1
"15391","recalculated",1
"15392","recapitulate",1
"15393","received)",1
"15394","received0",1
"15395","receiveda",1
"15396","receivedbiologic",1
"15397","receivednat",1
"15398","receivedneoadjuvant",1
"15399","receivedonly",1
"15400","receivedper",1
"15401","receivedplacebo",1
"15402","receivedpoorer",1
"15403","receivedtreatment",1
"15404","receiver",1
"15405","receiverobot-assisted",1
"15406","receivetherapy",1
"15407","receiving≥50",1
"15408","receivingfluoropyrimidine/irinotecan",1
"15409","recent(∼2011-2017)",1
"15410","recentlycompleted",1
"15411","recently-described",1
"15412","recentphase",1
"15413","receptor-",1
"15414","receptor3",1
"15415","receptoractivation",1
"15416","receptor-binding",1
"15417","receptor(egfr)",1
"15418","receptor(er)-positive",1
"15419","receptorfor",1
"15420","receptorkiss1",1
"15421","receptor-negativebreast",1
"15422","receptor-negativeprimary",1
"15423","receptor(pr)",1
"15424","receptor-related",1
"15425","receptorsare",1
"15426","receptorsdeleted",1
"15427","receptorstatus",1
"15428","recession",1
"15429","recistalone",1
"15430","reclassified",1
"15431","recognitionof",1
"15432","recognizedhistologic",1
"15433","recognizing",1
"15434","recombinationbetween",1
"15435","recommendationsare",1
"15436","recommendationscovering",1
"15437","recommendeddose",1
"15438","recommendedfertility",1
"15439","recommending",1
"15440","recommendsclinics",1
"15441","reconstitute",1
"15442","reconstruct",1
"15443","recordings)",1
"15444","recordswere",1
"15445","recoveries",1
"15446","recovers",1
"15447","recovery",1
"15448","recoveryover",1
"15449","recreational",1
"15450","recruitedcancer",1
"15451","recruitedfrom",1
"15452","recruiting",1
"15453","recruitmentof",1
"15454","recruitmentrate",1
"15455","recruitminority",1
"15456","rectalcancer",1
"15457","rectalmucosa",1
"15458","rectosigmoid",1
"15459","recurrently",1
"15460","recurs",1
"15461","recurwithin",1
"15462","recycling",1
"15463","redistributionof",1
"15464","redox",1
"15465","redox-responsive",1
"15466","red/processed",1
"15467","reducedampk",1
"15468","reducedcoverage",1
"15469","(reduceddisparities",1
"15470","reducedox-induced",1
"15471","reducedtumor",1
"15472","reduceobesity",1
"15473","(reduce)trial",1
"15474","reducingoveruse",1
"15475","reducingprovision",1
"15476","reduction/alkylation",1
"15477","reevaluated",1
"15478","(ref)",1
"15479","(reference)",1
"15480","(referral",1
"15481","refill",1
"15482","refillable",1
"15483","refilled",1
"15484","refills",1
"15485","refillsachieve",1
"15486","refined",1
"15487","refinedthe",1
"15488","reflectionspectroscopy",1
"15489","reflective",1
"15490","reflectsdecreased",1
"15491","refute",1
"15492","regarded",1
"15493","regards",1
"15494","regimendemonstrate",1
"15495","regimenmay",1
"15496","regimensthat",1
"15497","(regional",1
"15498","regionsassociated",1
"15499","registry/cancer",1
"15500","registrydesign",1
"15501","registry-identified",1
"15502","registrywith",1
"15503","regorafenib",1
"15504","regorafenib-folfiri",1
"15505","regressed",1
"15506","regressionmodel",1
"15507","regressions",1
"15508","regressionto",1
"15509","regressionwas",1
"15510","regularity",1
"15511","regularizedvariable",1
"15512","regularplace",1
"15513","regularsurveillance",1
"15514","regulatingcellular",1
"15515","regulatorsof",1
"15516","regurgitation",1
"15517","rehospitalization",1
"15518","reimagine",1
"15519","reinvigorated",1
"15520","reiterated",1
"15521","relapses",1
"15522","relate",1
"15523","relates",1
"15524","relations",1
"15525","relationshipsbetween",1
"15526","relationwith",1
"15527","relativeconfiguration",1
"15528","(relativerisk",1
"15529","relativesurvival",1
"15530","relaxations",1
"15531","relaxes",1
"15532","relaxivity",1
"15533","relay",1
"15534","relevantgenes",1
"15535","relevantgenomic",1
"15536","relevantscientific",1
"15537","relevantto",1
"15538","reliably",1
"15539","relied",1
"15540","reluctant",1
"15541","relystrongly",1
"15542","remainder",1
"15543","remainedassociated",1
"15544","remainedrelatively",1
"15545","remainedsedentary",1
"15546","remainedstatistically",1
"15547","remaining",1
"15548","remainslargely",1
"15549","remainsuncertain",1
"15550","remainsunclear",1
"15551","remainsundefined",1
"15552","remainunclear",1
"15553","remarkably",1
"15554","reminder+fit",1
"15555","reminder+fitgroup",1
"15556","remindergroup",1
"15557","reminderprompts",1
"15558","reminders",1
"15559","remnant",1
"15560","remnants",1
"15561","remodeled",1
"15562","remodelers",1
"15563","removal",1
"15564","removed",1
"15565","removing",1
"15566","renalcancer",1
"15567","rendered",1
